,age,stints,G,tap,AB,R,H,db,tr,HR,RBI,SB,CS,BB,SO,IBB,hbp,SH,SF,GIDP,avg,obp,slg,woba,PRO,GURU,salary,multiple_positions,ops,WAR,Rookie contract,1B,2B,3B,C,DH,OF,P,SS,bats_B,bats_L,bats_R,throws_L,throws_R
625,28,1,148.0,549.0,478.0,61.0,136.0,25.0,4.0,11.0,59.0,24.0,4.0,47.0,83.0,5.0,13.0,6.0,5.0,2.0,0.284518829,0.360957643,0.422594142,0.343679417,188.68,61.08166528,6.5,0,0.783551785,3.6,0,0,1,0,0,0,0,0,0,0,1,0,0,1
634,28,1,90.0,289.0,266.0,30.0,44.0,10.0,1.0,9.0,32.0,0.0,0.0,20.0,98.0,0.0,3.0,0.0,0.0,4.0,0.165413534,0.23183391,0.312030075,0.241384083,69.76,11.19488853,4.4475,0,0.543863985,0.4,0,0,0,0,1,0,0,0,0,0,0,1,0,1
240,29,1,138.0,482.0,420.0,57.0,101.0,21.0,3.0,6.0,38.0,9.0,4.0,59.0,86.0,2.0,1.0,0.0,2.0,7.0,0.240476191,0.334024896,0.347619048,0.31026971,149.55,38.73175613,2.0,0,0.681643944,0.8,0,0,0,0,0,0,1,0,0,1,0,0,1,0
65,26,1,127.0,356.0,303.0,47.0,78.0,17.0,0.0,11.0,41.0,5.0,1.0,44.0,93.0,4.0,7.0,0.0,2.0,11.0,0.257425743,0.362359551,0.422442244,0.349606742,124.46,49.26564919,0.5715,1,0.784801795,1.9,0,0,0,1,0,0,0,0,0,0,0,1,0,1
132,26,1,87.0,330.0,309.0,24.0,76.0,14.0,0.0,9.0,40.0,1.0,0.0,19.0,67.0,1.0,2.0,0.0,0.0,14.0,0.245954693,0.293939394,0.378640777,0.296333333,97.79,25.71080701,0.55754,1,0.672580171,-1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
210,28,1,140.0,618.0,577.0,93.0,161.0,27.0,3.0,8.0,40.0,15.0,5.0,21.0,139.0,0.0,6.0,11.0,3.0,6.0,0.279029463,0.309719934,0.377816291,0.297864078,184.08,39.14212175,1.55,1,0.687536225,1.7,0,0,0,0,0,0,1,0,0,1,0,0,0,1
603,34,1,99.0,280.0,255.0,30.0,67.0,24.0,2.0,10.0,40.0,3.0,1.0,20.0,66.0,1.0,1.0,0.0,4.0,1.0,0.262745098,0.314285714,0.490196078,0.340821429,95.43,38.5092245,0.453568,1,0.804481792,0.8,0,0,0,0,1,0,0,0,0,0,1,0,0,1
342,25,1,85.0,261.0,225.0,42.0,62.0,15.0,1.0,15.0,38.0,3.0,2.0,33.0,61.0,0.0,2.0,0.0,1.0,7.0,0.275555556,0.37164751,0.551111111,0.392988506,102.57,61.82702025,0.518985,0,0.9227586210000001,2.6,1,0,0,0,0,0,1,0,0,0,0,1,0,1
196,29,1,158.0,692.0,597.0,113.0,176.0,34.0,2.0,38.0,121.0,6.0,3.0,87.0,127.0,11.0,6.0,0.0,2.0,17.0,0.29480737,0.388728324,0.549413735,0.402196532,278.32,125.5478079,21.409375,0,0.938142059,4.4,0,1,0,0,0,0,0,0,0,0,1,0,0,1
476,24,1,69.0,292.0,276.0,29.0,84.0,16.0,5.0,3.0,25.0,9.0,3.0,14.0,64.0,0.0,0.0,0.0,2.0,5.0,0.304347826,0.335616438,0.43115942,0.334143836,97.57,36.80853562,0.250656,0,0.766775858,1.3,1,0,0,0,0,0,1,0,0,1,0,0,0,1
227,35,1,150.0,633.0,556.0,77.0,148.0,31.0,1.0,13.0,76.0,5.0,3.0,51.0,100.0,4.0,19.0,1.0,6.0,13.0,0.26618705,0.344936709,0.395683453,0.330205371,209.02,57.84400621,20.0,1,0.740620162,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
91,30,1,126.0,497.0,410.0,80.0,112.0,16.0,3.0,26.0,58.0,3.0,2.0,67.0,107.0,1.0,18.0,0.0,2.0,10.0,0.273170732,0.39637827,0.517073171,0.396901409,197.26,96.79627456,2.05,1,0.9134514410000001,4.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
528,26,1,68.0,192.0,168.0,20.0,40.0,9.0,3.0,5.0,21.0,1.0,0.0,22.0,59.0,1.0,2.0,0.0,0.0,1.0,0.238095238,0.333333333,0.416666667,0.33140625,63.63,27.31564492,0.271544,1,0.75,0.5,0,0,0,0,0,0,1,0,0,0,0,1,0,1
409,26,1,69.0,254.0,199.0,34.0,44.0,11.0,1.0,8.0,29.0,3.0,0.0,46.0,71.0,2.0,5.0,1.0,3.0,1.0,0.221105528,0.375494071,0.407035176,0.351456693,89.27,40.46250265,0.598285,0,0.782529247,1.4,0,0,0,0,0,0,1,0,0,0,1,0,0,1
308,35,1,121.0,370.0,334.0,61.0,115.0,23.0,1.0,17.0,62.0,2.0,1.0,27.0,49.0,1.0,4.0,0.0,5.0,11.0,0.344311377,0.394594595,0.571856287,0.411540541,152.27,91.43170063,4.0,1,0.966450882,2.7,0,1,0,0,0,0,0,0,0,0,0,1,0,1
184,25,1,154.0,653.0,596.0,83.0,173.0,30.0,4.0,6.0,49.0,8.0,3.0,55.0,64.0,2.0,0.0,1.0,1.0,8.0,0.290268456,0.349693252,0.384228188,0.328392037,214.44,57.8361409,0.5615,1,0.73392144,3.1,1,0,0,1,0,0,0,0,0,0,0,1,0,1
79,32,2,98.0,333.0,310.0,43.0,67.0,17.0,0.0,26.0,59.0,1.0,0.0,19.0,82.0,0.0,1.0,0.0,3.0,5.0,0.216129032,0.261261261,0.522580645,0.323753754,107.81,35.68880212,1.0,1,0.783841906,0.8,0,0,0,0,0,0,1,0,0,0,1,0,1,0
537,31,1,81.0,228.0,215.0,27.0,71.0,13.0,1.0,4.0,23.0,0.0,1.0,10.0,49.0,0.0,1.0,0.0,2.0,4.0,0.330232558,0.359649123,0.455813954,0.355833333,81.13,39.50042567,0.429696,1,0.815463077,1.3,0,0,1,0,0,0,0,0,0,0,0,1,0,1
584,23,1,56.0,159.0,147.0,16.0,31.0,10.0,3.0,2.0,13.0,0.0,0.0,10.0,40.0,1.0,1.0,1.0,0.0,2.0,0.210884354,0.265822785,0.360544218,0.272515723,43.33,11.87695741,0.235736,0,0.626367003,-0.2,1,0,0,0,0,0,0,0,1,1,0,0,0,1
237,26,1,58.0,224.0,208.0,18.0,42.0,5.0,1.0,5.0,19.0,0.0,0.0,13.0,70.0,0.0,1.0,1.0,1.0,5.0,0.201923077,0.251121076,0.307692308,0.247857143,55.52,10.47219485,0.528528,0,0.558813384,-0.9,0,0,0,0,1,0,0,0,0,0,0,1,0,1
147,24,1,48.0,186.0,169.0,24.0,38.0,7.0,2.0,3.0,10.0,3.0,0.0,14.0,63.0,0.0,1.0,1.0,1.0,3.0,0.224852071,0.286486487,0.343195266,0.278924731,51.88,14.29047922,0.17904,0,0.6296817530000001,-0.5,1,0,0,0,0,0,1,0,0,0,0,1,0,1
500,25,1,82.0,241.0,215.0,25.0,51.0,4.0,1.0,9.0,23.0,2.0,0.0,20.0,58.0,2.0,3.0,1.0,2.0,7.0,0.237209302,0.308333333,0.390697674,0.30713693,74.02,23.9532954,3.4,1,0.699031007,0.8,1,0,1,0,0,0,0,0,0,0,0,1,0,1
103,26,1,72.0,228.0,198.0,28.0,51.0,11.0,2.0,8.0,25.0,0.0,0.0,21.0,71.0,0.0,8.0,0.0,1.0,5.0,0.257575758,0.350877193,0.454545455,0.352982456,80.48,38.36060126,0.397062,0,0.805422648,1.0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
29,28,1,155.0,662.0,588.0,102.0,185.0,31.0,2.0,41.0,118.0,3.0,2.0,62.0,93.0,11.0,4.0,0.0,8.0,14.0,0.31462585,0.379154079,0.583333333,0.40641994,269.05,126.7663199,26.05,0,0.962487412,6.5,0,0,0,1,0,0,0,0,0,0,0,1,0,1
39,26,1,138.0,561.0,531.0,89.0,149.0,38.0,4.0,29.0,85.0,11.0,7.0,28.0,156.0,3.0,0.0,0.0,2.0,16.0,0.280602637,0.315508021,0.531073446,0.356987522,200.27,71.11791709,5.2,1,0.846581467,5.8,0,0,0,0,0,0,0,0,1,0,0,1,0,1
53,24,1,138.0,615.0,541.0,72.0,144.0,40.0,5.0,13.0,68.0,10.0,3.0,59.0,140.0,1.0,7.0,3.0,5.0,6.0,0.266173752,0.343137255,0.430683919,0.33801626,207.88,61.82991572,0.7175,0,0.7738211740000001,1.8,1,0,0,0,0,0,1,0,0,0,1,0,1,0
529,24,1,89.0,197.0,177.0,35.0,50.0,10.0,0.0,11.0,25.0,1.0,2.0,19.0,44.0,0.0,1.0,0.0,0.0,5.0,0.282485876,0.355329949,0.525423729,0.377563452,74.38,44.63623333,0.54126,1,0.880753678,0.7,1,1,0,0,0,0,0,0,0,0,1,0,1,0
446,32,1,76.0,179.0,158.0,10.0,36.0,8.0,0.0,7.0,25.0,0.0,0.0,16.0,50.0,1.0,4.0,0.0,1.0,1.0,0.227848101,0.312849162,0.411392405,0.318379888,56.99,22.57011452,1.6,1,0.724241567,1.1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
10,22,1,160.0,702.0,640.0,102.0,189.0,43.0,8.0,24.0,86.0,15.0,4.0,54.0,112.0,6.0,4.0,0.0,4.0,2.0,0.2953125,0.351851852,0.5,0.366210826,257.08,90.07888211,1.0,0,0.851851852,4.2,1,0,1,0,0,0,0,0,0,1,0,0,0,1
430,32,2,119.0,301.0,274.0,38.0,64.0,14.0,1.0,9.0,48.0,8.0,3.0,19.0,59.0,3.0,5.0,1.0,2.0,7.0,0.233576642,0.293333333,0.390510949,0.298671096,89.9,24.94431231,0.429696,1,0.6838442819999999,-0.2,0,0,0,0,0,0,1,0,0,0,1,0,1,0
152,28,1,69.0,247.0,210.0,36.0,57.0,12.0,1.0,9.0,40.0,2.0,0.0,26.0,28.0,1.0,5.0,0.0,6.0,10.0,0.271428571,0.356275304,0.466666667,0.35611336,87.96,41.69587458,2.0,1,0.822941971,1.3,0,1,0,0,0,0,0,0,0,0,0,1,0,1
