,age,stints,G,tap,AB,R,H,db,tr,HR,RBI,SB,CS,BB,SO,IBB,hbp,SH,SF,GIDP,avg,obp,slg,woba,PRO,GURU,salary,multiple_positions,ops,WAR,Rookie contract,1B,2B,3B,C,DH,OF,P,SS,bats_B,bats_L,bats_R,throws_L,throws_R
227,35,1,150.0,633.0,556.0,77.0,148.0,31.0,1.0,13.0,76.0,5.0,3.0,51.0,100.0,4.0,19.0,1.0,6.0,13.0,0.26618705,0.344936709,0.395683453,0.330205371,209.02,57.84400621,20.0,1,0.740620162,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
228,31,1,117.0,421.0,393.0,36.0,108.0,12.0,6.0,3.0,34.0,22.0,5.0,18.0,61.0,1.0,1.0,3.0,6.0,8.0,0.27480916,0.303827751,0.358778626,0.290023753,122.1,27.78334126,13.3,1,0.6626063769999999,0.5,0,0,1,0,0,0,0,0,0,0,1,0,0,1
230,30,1,44.0,68.0,65.0,5.0,17.0,3.0,0.0,0.0,7.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,1.0,0.261538462,0.294117647,0.307692308,0.271764706,18.48,6.827381413,0.250656,1,0.601809955,-0.2,0,0,0,0,0,0,1,0,0,0,0,1,0,1
231,35,1,144.0,612.0,564.0,85.0,168.0,40.0,2.0,31.0,104.0,5.0,3.0,37.0,65.0,2.0,5.0,0.0,6.0,12.0,0.29787234,0.343137255,0.540780142,0.374281046,229.06,89.3196003,10.4,1,0.883917397,3.9,0,1,0,0,0,0,0,0,0,0,0,1,0,1
232,38,1,138.0,363.0,317.0,44.0,58.0,17.0,1.0,12.0,34.0,0.0,3.0,41.0,98.0,1.0,3.0,0.0,2.0,3.0,0.1829653,0.280991736,0.356466877,0.283774105,103.01,23.34247156,1.75,0,0.637458613,-1.2,0,0,0,0,0,0,1,0,0,0,1,0,0,1
233,30,1,153.0,632.0,513.0,79.0,126.0,26.0,2.0,28.0,77.0,5.0,1.0,109.0,139.0,2.0,5.0,0.0,5.0,16.0,0.245614035,0.379746835,0.467836257,0.372136076,235.19,89.28924094,16.0,1,0.847583092,5.3,0,0,0,0,1,0,0,0,0,1,0,0,0,1
236,29,1,82.0,344.0,324.0,47.0,77.0,14.0,2.0,16.0,61.0,2.0,1.0,17.0,53.0,1.0,1.0,0.0,2.0,5.0,0.237654321,0.276162791,0.441358025,0.305726744,105.17,29.57990927,11.75,0,0.717520816,-0.4,0,0,0,0,0,0,0,0,1,0,1,0,0,1
237,26,1,58.0,224.0,208.0,18.0,42.0,5.0,1.0,5.0,19.0,0.0,0.0,13.0,70.0,0.0,1.0,1.0,1.0,5.0,0.201923077,0.251121076,0.307692308,0.247857143,55.52,10.47219485,0.528528,0,0.558813384,-0.9,0,0,0,0,1,0,0,0,0,0,0,1,0,1
238,27,1,151.0,628.0,586.0,75.0,136.0,29.0,5.0,31.0,80.0,2.0,1.0,35.0,163.0,0.0,5.0,0.0,2.0,20.0,0.232081911,0.280254777,0.457337884,0.313789809,197.06,47.80191271,8.0,0,0.737592661,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
240,29,1,138.0,482.0,420.0,57.0,101.0,21.0,3.0,6.0,38.0,9.0,4.0,59.0,86.0,2.0,1.0,0.0,2.0,7.0,0.240476191,0.334024896,0.347619048,0.31026971,149.55,38.73175613,2.0,0,0.681643944,0.8,0,0,0,0,0,0,1,0,0,1,0,0,1,0
242,23,1,,,,,,,,,,,,,,,,,,,,,,,,,0.554829,0,,-0.2,1,0,0,0,0,0,0,1,0,0,1,0,0,0
244,24,1,45.0,70.0,61.0,8.0,15.0,4.0,0.0,1.0,3.0,0.0,0.0,7.0,14.0,0.0,0.0,2.0,0.0,2.0,0.245901639,0.323529412,0.360655738,0.299285714,20.95,9.881013292,0.2989,1,0.68418515,0.2,1,0,1,0,0,0,0,0,0,0,1,0,0,1
247,24,1,87.0,295.0,256.0,34.0,56.0,20.0,0.0,10.0,36.0,1.0,2.0,32.0,87.0,1.0,3.0,0.0,4.0,7.0,0.21875,0.308474576,0.4140625,0.315220339,92.99,29.96592153,0.447052,0,0.7225370760000001,-0.9,1,1,0,0,0,0,0,0,0,0,1,0,1,0
248,30,2,62.0,101.0,92.0,6.0,16.0,1.0,0.0,2.0,9.0,2.0,0.0,9.0,24.0,0.0,0.0,0.0,0.0,3.0,0.173913044,0.247524753,0.25,0.230891089,23.32,4.859074196,2.623656,1,0.497524753,-0.2,0,0,0,1,0,0,0,0,0,0,0,1,0,1
251,28,2,119.0,353.0,316.0,41.0,69.0,14.0,2.0,0.0,15.0,22.0,6.0,32.0,87.0,1.0,0.0,3.0,2.0,1.0,0.21835443,0.288571429,0.275316456,0.258413598,91.22,16.3075784,0.750014,0,0.563887885,-0.3,0,0,0,0,0,0,1,0,0,1,0,0,0,1
252,24,1,105.0,327.0,299.0,40.0,74.0,9.0,4.0,8.0,27.0,15.0,3.0,24.0,88.0,1.0,0.0,2.0,2.0,2.0,0.247491639,0.301538462,0.384615385,0.299633028,97.98,26.6123208,0.44925,1,0.6861538469999999,0.1,1,0,1,0,0,0,0,0,0,0,0,1,0,1
256,26,1,157.0,682.0,573.0,98.0,149.0,36.0,1.0,35.0,114.0,15.0,3.0,99.0,178.0,11.0,6.0,0.0,4.0,10.0,0.260034904,0.372434018,0.509598604,0.380542522,259.53,101.6893247,11.538462,0,0.882032622,4.1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
258,23,1,67.0,242.0,222.0,30.0,59.0,14.0,0.0,5.0,26.0,4.0,0.0,14.0,60.0,1.0,5.0,1.0,0.0,7.0,0.265765766,0.323651452,0.396396396,0.317933884,76.94,27.23538937,0.304368,0,0.720047848,0.6,1,0,0,0,0,0,1,0,0,0,1,0,1,0
262,26,1,102.0,347.0,312.0,28.0,55.0,9.0,0.0,11.0,36.0,1.0,0.0,27.0,109.0,3.0,5.0,2.0,1.0,3.0,0.176282051,0.252173913,0.310897436,0.251585014,87.3,14.63151062,2.06,1,0.5630713490000001,1.5,0,0,0,0,1,0,0,0,0,0,0,1,0,1
265,28,1,89.0,231.0,204.0,31.0,46.0,13.0,0.0,5.0,20.0,2.0,2.0,18.0,60.0,0.0,6.0,2.0,1.0,4.0,0.225490196,0.305676856,0.362745098,0.296666667,68.53,20.54734288,0.723088,0,0.668421954,0.4,0,0,0,0,0,0,1,0,0,0,0,1,1,0
266,24,1,18.0,46.0,36.0,7.0,5.0,1.0,1.0,0.0,3.0,2.0,0.0,5.0,19.0,0.0,4.0,0.0,1.0,1.0,0.138888889,0.304347826,0.222222222,0.263043478,12.1,4.721184766,0.293216,0,0.526570048,0.2,1,0,0,0,0,0,1,0,0,0,0,1,0,1
267,29,1,161.0,667.0,612.0,77.0,171.0,31.0,3.0,14.0,71.0,9.0,2.0,45.0,100.0,4.0,6.0,0.0,4.0,9.0,0.279411765,0.332833583,0.408496732,0.326866567,218.02,57.64145076,7.75,0,0.7413303149999999,1.5,0,0,1,0,0,0,0,0,0,1,0,0,0,1
268,27,1,130.0,460.0,414.0,57.0,98.0,19.0,1.0,17.0,64.0,4.0,0.0,36.0,97.0,3.0,6.0,0.0,4.0,9.0,0.236714976,0.304347826,0.410628019,0.312152174,143.59,38.42769373,3.725,1,0.714975845,0.7,0,0,1,0,0,0,0,0,0,0,0,1,0,1
270,26,1,61.0,155.0,148.0,18.0,37.0,7.0,0.0,2.0,11.0,1.0,2.0,3.0,42.0,0.0,3.0,1.0,0.0,1.0,0.25,0.279220779,0.337837838,0.272193548,42.19,11.63464997,0.4868,1,0.617058617,-0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,1
271,26,1,125.0,464.0,417.0,58.0,96.0,19.0,2.0,26.0,65.0,6.0,3.0,45.0,153.0,1.0,1.0,0.0,1.0,8.0,0.230215827,0.306034483,0.472422062,0.33325431,154.63,49.0299075,0.516426,0,0.778456545,1.3,0,0,0,0,0,0,1,0,0,0,0,1,0,1
275,29,1,147.0,589.0,513.0,78.0,129.0,20.0,4.0,21.0,62.0,8.0,3.0,68.0,110.0,5.0,5.0,0.0,3.0,12.0,0.251461988,0.34295416,0.428849903,0.340067912,200.3,61.48349053,22.5,0,0.771804063,2.2,0,0,0,0,0,0,1,0,0,0,1,0,1,0
282,31,1,43.0,129.0,115.0,12.0,32.0,6.0,0.0,4.0,12.0,0.0,1.0,11.0,21.0,2.0,1.0,1.0,1.0,5.0,0.27826087,0.34375,0.434782609,0.338837209,43.71,22.95782541,0.86688,1,0.778532609,-0.3,0,0,0,0,1,0,0,0,0,0,0,1,0,1
283,31,1,87.0,295.0,259.0,38.0,77.0,14.0,2.0,3.0,31.0,1.0,0.0,28.0,57.0,1.0,4.0,0.0,4.0,4.0,0.297297297,0.369491525,0.401544402,0.344711864,101.69,41.49660019,3.575,1,0.771035927,1.2,0,0,1,0,0,0,0,0,0,0,1,0,0,1
284,26,1,160.0,703.0,570.0,86.0,129.0,33.0,5.0,29.0,85.0,2.0,2.0,116.0,173.0,6.0,11.0,0.0,6.0,10.0,0.22631579,0.364153627,0.454385965,0.359658606,252.84,84.42642785,0.575,0,0.818539592,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
285,29,1,160.0,667.0,619.0,72.0,164.0,29.0,2.0,22.0,99.0,0.0,3.0,40.0,163.0,3.0,3.0,0.0,5.0,12.0,0.264943457,0.310344828,0.424878837,0.319235382,212.93,52.89204896,21.0,0,0.735223665,-0.9,0,1,0,0,0,0,0,0,0,0,1,0,1,0
289,29,1,146.0,530.0,504.0,62.0,145.0,21.0,3.0,11.0,59.0,6.0,6.0,20.0,70.0,3.0,3.0,1.0,2.0,17.0,0.287698413,0.31758034,0.406746032,0.316641509,167.82,44.31892977,2.5,0,0.7243263719999999,1.9,0,0,0,0,0,0,0,0,1,0,0,1,0,1
293,28,1,25.0,24.0,22.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.181818182,0.25,0.181818182,0.21,5.04,1.37151061,1.165,0,0.431818182,-0.2,0,0,0,0,0,0,1,0,0,0,1,0,0,1
294,24,1,107.0,384.0,347.0,41.0,72.0,12.0,1.0,13.0,43.0,0.0,1.0,31.0,79.0,1.0,4.0,1.0,1.0,8.0,0.207492795,0.279373368,0.360230548,0.282578125,108.51,23.82879111,0.5587,0,0.639603916,1.4,1,0,0,0,1,0,0,0,0,0,0,1,0,1
296,23,1,122.0,504.0,468.0,69.0,125.0,18.0,2.0,31.0,79.0,0.0,0.0,30.0,134.0,0.0,4.0,0.0,2.0,11.0,0.267094017,0.315476191,0.512820513,0.351369048,177.09,62.67876532,1.833333,0,0.828296704,1.4,1,0,0,0,0,0,1,0,0,0,0,1,0,1
298,33,1,137.0,527.0,485.0,66.0,126.0,25.0,1.0,16.0,67.0,2.0,1.0,31.0,101.0,2.0,8.0,0.0,3.0,15.0,0.259793814,0.313092979,0.41443299,0.318178368,167.68,44.94337726,4.5,0,0.727525969,-0.7,0,0,0,0,0,0,1,0,0,0,0,1,0,1
300,33,1,20.0,41.0,38.0,5.0,8.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,10.0,0.0,1.0,1.0,0.0,0.0,0.210526316,0.25,0.263157895,0.228048781,9.35,2.608485564,0.47312,1,0.513157895,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
303,27,1,102.0,446.0,378.0,75.0,103.0,18.0,1.0,27.0,55.0,3.0,2.0,64.0,141.0,4.0,3.0,0.0,1.0,11.0,0.272486773,0.381165919,0.53968254,0.394977579,176.16,88.73271007,0.6843,0,0.9208484590000001,4.5,0,0,0,0,0,0,1,0,0,0,0,1,0,1
305,24,1,111.0,365.0,314.0,46.0,77.0,19.0,0.0,18.0,47.0,0.0,0.0,48.0,79.0,10.0,2.0,0.0,1.0,11.0,0.24522293,0.347945206,0.477707006,0.358136986,130.72,54.65025257,0.56,1,0.825652212,1.8,1,0,0,0,1,0,0,0,0,0,0,1,0,1
308,35,1,121.0,370.0,334.0,61.0,115.0,23.0,1.0,17.0,62.0,2.0,1.0,27.0,49.0,1.0,4.0,0.0,5.0,11.0,0.344311377,0.394594595,0.571856287,0.411540541,152.27,91.43170063,4.0,1,0.966450882,2.7,0,1,0,0,0,0,0,0,0,0,0,1,0,1
309,26,1,134.0,596.0,524.0,98.0,132.0,32.0,0.0,36.0,90.0,1.0,5.0,60.0,99.0,0.0,8.0,0.0,4.0,5.0,0.251908397,0.33557047,0.51908397,0.363557047,216.68,79.00007342,6.0,0,0.85465444,3.8,0,0,0,0,0,0,1,0,0,0,1,0,1,0
311,29,1,129.0,480.0,447.0,60.0,102.0,20.0,7.0,14.0,55.0,19.0,5.0,26.0,104.0,2.0,5.0,1.0,1.0,8.0,0.22818792,0.277661795,0.398210291,0.292479167,140.39,31.15772254,8.166666,0,0.675872086,2.5,0,0,0,0,0,0,1,0,0,0,1,0,0,1
313,25,1,126.0,500.0,458.0,64.0,118.0,34.0,4.0,19.0,55.0,15.0,4.0,34.0,147.0,1.0,5.0,1.0,2.0,3.0,0.257641921,0.314629259,0.473799127,0.33716,168.58,53.6598867,1.5,1,0.788428386,2.2,1,0,0,0,0,0,1,0,0,0,0,1,0,1
315,32,1,121.0,511.0,458.0,52.0,112.0,23.0,1.0,17.0,65.0,7.0,2.0,40.0,88.0,2.0,2.0,5.0,6.0,7.0,0.244541485,0.304347826,0.410480349,0.308082192,157.43,39.18515123,14.666668,0,0.7148281750000001,0.3,0,0,1,0,0,0,0,0,0,0,1,0,0,1
316,27,1,74.0,160.0,136.0,12.0,29.0,9.0,0.0,2.0,8.0,0.0,0.0,18.0,51.0,2.0,3.0,3.0,0.0,2.0,0.213235294,0.318471338,0.323529412,0.2904375,46.47,15.03606949,0.565,1,0.64200075,0.2,0,0,0,0,1,0,0,0,0,1,0,0,0,1
320,30,1,133.0,285.0,258.0,38.0,55.0,12.0,1.0,5.0,27.0,4.0,1.0,22.0,75.0,4.0,2.0,2.0,1.0,8.0,0.213178295,0.279151944,0.325581395,0.269578947,76.83,16.587594,9.0,0,0.604733339,-0.3,0,0,0,0,0,0,1,0,0,0,0,1,0,1
322,28,1,78.0,226.0,187.0,26.0,36.0,8.0,2.0,6.0,30.0,1.0,0.0,32.0,55.0,1.0,5.0,0.0,2.0,4.0,0.192513369,0.32300885,0.352941177,0.307654867,69.53,23.12955843,4.825,1,0.6759500270000001,0.1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
324,24,1,123.0,481.0,434.0,79.0,125.0,29.0,0.0,24.0,67.0,13.0,2.0,27.0,123.0,0.0,11.0,1.0,8.0,7.0,0.288018433,0.339583333,0.520737327,0.364345114,175.25,69.41698261,0.5575,0,0.86032066,3.9,1,0,0,0,0,0,1,0,0,0,0,1,0,1
327,30,1,65.0,191.0,172.0,14.0,33.0,3.0,0.0,5.0,19.0,0.0,0.0,13.0,47.0,0.0,1.0,4.0,1.0,0.0,0.191860465,0.251336898,0.296511628,0.241256545,46.08,8.571780368,2.222102,1,0.547848526,-0.2,0,0,0,0,1,0,0,0,0,1,0,0,0,1
330,25,1,143.0,654.0,598.0,101.0,170.0,40.0,2.0,32.0,74.0,22.0,5.0,46.0,98.0,9.0,3.0,1.0,6.0,13.0,0.284280937,0.335375191,0.518394649,0.362217125,236.89,82.71848828,10.55,0,0.85376984,5.9,1,0,0,0,0,1,0,0,0,1,0,0,0,1
332,26,1,91.0,250.0,212.0,38.0,53.0,12.0,2.0,1.0,17.0,17.0,0.0,14.0,44.0,0.0,22.0,1.0,1.0,1.0,0.25,0.357429719,0.339622642,0.32292,80.73,29.42882654,0.375984,0,0.6970523609999999,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
333,33,1,129.0,508.0,453.0,59.0,115.0,19.0,2.0,20.0,69.0,3.0,1.0,43.0,112.0,1.0,7.0,0.0,5.0,14.0,0.253863135,0.32480315,0.437086093,0.331673228,168.49,51.06512996,12.5,0,0.7618892429999999,2.1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
337,24,1,82.0,327.0,296.0,42.0,80.0,17.0,2.0,17.0,51.0,5.0,0.0,25.0,113.0,0.0,5.0,0.0,1.0,1.0,0.27027027,0.336391437,0.513513514,0.362996942,118.7,53.49868451,1.0,1,0.8499049510000001,2.3,1,0,1,0,0,0,0,0,0,0,1,0,0,1
339,35,1,9.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.09,0.72,0.031074637,8.5,0,0.125,-0.1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
341,24,1,77.0,288.0,273.0,28.0,67.0,11.0,4.0,6.0,26.0,0.0,0.0,8.0,59.0,1.0,3.0,0.0,4.0,8.0,0.245421245,0.270833333,0.380952381,0.281215278,80.99,19.47594651,0.28348,0,0.6517857140000001,-0.3,1,0,0,1,0,0,0,0,0,0,0,1,0,1
342,25,1,85.0,261.0,225.0,42.0,62.0,15.0,1.0,15.0,38.0,3.0,2.0,33.0,61.0,0.0,2.0,0.0,1.0,7.0,0.275555556,0.37164751,0.551111111,0.392988506,102.57,61.82702025,0.518985,0,0.9227586210000001,2.6,1,0,0,0,0,0,1,0,0,0,0,1,0,1
344,26,1,156.0,661.0,587.0,81.0,150.0,21.0,2.0,32.0,85.0,5.0,3.0,65.0,128.0,3.0,6.0,0.0,3.0,24.0,0.255536627,0.334341906,0.461669506,0.345476551,228.36,70.10650077,12.0,0,0.796011412,2.2,0,0,0,1,0,0,0,0,0,0,0,1,0,1
346,28,1,44.0,129.0,119.0,9.0,18.0,2.0,1.0,2.0,9.0,1.0,0.0,8.0,33.0,0.0,0.0,2.0,0.0,1.0,0.151260504,0.204724409,0.235294118,0.196899225,25.4,3.182814601,0.579,1,0.440018527,-0.3,0,0,0,0,1,0,0,0,0,0,0,1,0,1
347,32,3,105.0,374.0,333.0,46.0,71.0,19.0,0.0,12.0,27.0,0.0,0.0,32.0,86.0,1.0,6.0,2.0,1.0,11.0,0.213213213,0.293010753,0.378378378,0.295454546,110.5,27.55558463,0.806452,1,0.671389131,0.7,0,0,0,0,1,0,0,0,0,0,0,1,0,1
348,27,1,154.0,679.0,602.0,106.0,175.0,38.0,2.0,35.0,97.0,1.0,0.0,63.0,143.0,3.0,9.0,0.0,5.0,22.0,0.290697674,0.36377025,0.534883721,0.383799705,260.6,104.5979755,0.5755,1,0.8986539710000001,3.4,0,0,0,0,0,0,1,0,0,0,0,1,0,1
349,24,1,151.0,441.0,398.0,59.0,93.0,19.0,3.0,12.0,37.0,20.0,4.0,38.0,88.0,1.0,2.0,3.0,0.0,6.0,0.233668342,0.303652968,0.386934673,0.302947846,133.6,33.5432766,0.5771,0,0.690587641,1.5,1,0,0,0,0,0,1,0,0,0,0,1,0,1
350,28,1,120.0,318.0,292.0,46.0,68.0,16.0,3.0,10.0,34.0,10.0,3.0,17.0,95.0,0.0,6.0,3.0,0.0,6.0,0.232876712,0.288888889,0.410958904,0.301446541,95.86,26.72173237,2.2125,0,0.699847793,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
351,35,1,116.0,469.0,414.0,61.0,118.0,25.0,2.0,9.0,62.0,2.0,0.0,47.0,59.0,1.0,2.0,0.0,6.0,11.0,0.285024155,0.356076759,0.420289855,0.342878465,160.81,54.75789253,3.720463,0,0.7763666140000001,0.6,0,0,0,0,0,0,1,0,0,0,1,0,1,0
353,25,1,144.0,628.0,569.0,97.0,187.0,36.0,9.0,32.0,92.0,10.0,2.0,53.0,86.0,2.0,4.0,0.0,2.0,7.0,0.328646749,0.388535032,0.592267135,0.415987261,261.24,133.3924442,2.0,1,0.980802167,6.2,1,0,0,0,0,0,1,0,0,1,0,0,0,1
354,30,1,132.0,586.0,539.0,97.0,159.0,31.0,6.0,23.0,82.0,25.0,6.0,25.0,94.0,1.0,16.0,2.0,4.0,15.0,0.294990724,0.342465753,0.502782931,0.361348123,211.75,76.43462536,10.333334,0,0.845248684,3.6,0,0,0,0,0,0,1,0,0,0,0,1,0,1
357,30,1,128.0,373.0,334.0,45.0,90.0,13.0,2.0,10.0,42.0,3.0,0.0,35.0,82.0,0.0,2.0,0.0,2.0,14.0,0.269461078,0.340482574,0.410179641,0.33227882,123.94,42.18412827,1.125,0,0.750662215,-0.1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
360,25,1,120.0,309.0,283.0,29.0,59.0,8.0,3.0,6.0,23.0,10.0,1.0,14.0,83.0,0.0,6.0,5.0,1.0,6.0,0.208480565,0.259868421,0.32155477,0.254627832,78.68,14.19242293,0.555,0,0.5814231910000001,-0.7,1,0,0,0,0,0,0,0,1,0,0,1,0,1
361,36,1,83.0,249.0,209.0,29.0,46.0,5.0,0.0,6.0,20.0,1.0,0.0,30.0,60.0,3.0,8.0,0.0,2.0,1.0,0.220095694,0.337349398,0.330143541,0.309236948,77.0,25.07344119,3.6,1,0.667492939,1.2,0,0,0,0,1,0,0,0,0,0,0,1,0,1
362,36,1,86.0,244.0,228.0,17.0,36.0,9.0,0.0,2.0,12.0,1.0,0.0,15.0,87.0,1.0,0.0,0.0,1.0,2.0,0.157894737,0.209016393,0.223684211,0.198196721,48.36,4.901695951,3.25,1,0.432700604,-2.1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
363,32,1,82.0,269.0,239.0,48.0,68.0,17.0,0.0,11.0,32.0,9.0,6.0,30.0,72.0,0.0,0.0,0.0,0.0,5.0,0.284518829,0.364312268,0.493723849,0.372230483,100.13,51.73478529,0.471472,0,0.8580361169999999,1.7,0,0,0,0,0,0,1,0,0,0,0,1,0,1
365,24,1,116.0,469.0,429.0,69.0,115.0,27.0,1.0,19.0,66.0,4.0,1.0,28.0,108.0,2.0,6.0,0.0,6.0,5.0,0.268065268,0.317697228,0.468531469,0.336780384,157.95,51.29542945,3.3,0,0.786228697,0.5,1,0,0,0,0,0,1,0,0,0,1,0,1,0
367,35,1,85.0,316.0,277.0,28.0,69.0,9.0,0.0,12.0,45.0,0.0,0.0,31.0,53.0,1.0,2.0,0.0,6.0,10.0,0.249097473,0.32278481,0.411552347,0.321455696,101.58,33.62841321,1.311805,0,0.7343371569999999,1.1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
368,29,1,118.0,476.0,439.0,62.0,120.0,26.0,1.0,18.0,60.0,4.0,1.0,30.0,137.0,1.0,6.0,1.0,0.0,10.0,0.273348519,0.328421053,0.460136674,0.341386555,162.5,54.40904908,2.5,0,0.788557727,2.2,0,0,0,0,1,0,0,0,0,0,0,1,0,1
370,24,1,30.0,104.0,97.0,14.0,29.0,7.0,0.0,5.0,11.0,0.0,0.0,7.0,18.0,0.0,0.0,0.0,0.0,1.0,0.298969072,0.346153846,0.525773196,0.372788462,38.77,28.31460073,0.19396,0,0.871927042,1.2,1,0,0,0,1,0,0,0,0,0,1,0,0,1
371,24,1,84.0,276.0,251.0,37.0,54.0,14.0,1.0,12.0,28.0,0.0,2.0,19.0,73.0,0.0,2.0,2.0,2.0,0.0,0.215139442,0.273722628,0.422310757,0.296376812,81.8,22.94460171,0.403072,1,0.696033385,-0.4,1,0,0,0,0,0,1,0,0,0,1,0,1,0
372,24,1,141.0,539.0,480.0,70.0,120.0,22.0,1.0,24.0,83.0,5.0,1.0,56.0,160.0,1.0,1.0,1.0,1.0,14.0,0.25,0.328996283,0.45,0.338423006,182.41,57.07376338,0.56,1,0.778996283,0.8,1,0,1,0,0,0,0,0,0,0,1,0,0,1
374,24,1,138.0,591.0,530.0,83.0,154.0,29.0,7.0,33.0,89.0,12.0,7.0,54.0,131.0,6.0,7.0,0.0,0.0,3.0,0.290566038,0.363790186,0.558490566,0.392318105,231.86,103.6681452,0.5574,0,0.922280752,4.4,1,0,0,0,0,0,1,0,0,0,1,0,1,0
376,23,1,79.0,244.0,226.0,27.0,60.0,11.0,2.0,8.0,22.0,1.0,1.0,13.0,56.0,1.0,4.0,0.0,1.0,6.0,0.265486726,0.315573771,0.438053097,0.327131148,79.82,30.37406643,0.50847,1,0.753626868,0.6,1,0,0,0,1,0,0,0,0,1,0,0,0,1
379,25,1,115.0,482.0,438.0,70.0,118.0,25.0,3.0,15.0,54.0,15.0,4.0,28.0,84.0,0.0,5.0,7.0,4.0,9.0,0.269406393,0.317894737,0.442922374,0.324356847,156.34,45.52603429,0.41776,0,0.7608171109999999,2.2,1,0,0,0,0,0,1,0,0,0,0,1,0,1
380,32,1,74.0,271.0,256.0,24.0,69.0,16.0,0.0,9.0,22.0,0.0,0.0,13.0,57.0,1.0,2.0,0.0,0.0,4.0,0.26953125,0.3099631,0.4375,0.324169742,87.85,31.42663628,5.25,1,0.7474631,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
381,30,1,162.0,735.0,681.0,105.0,206.0,41.0,10.0,16.0,74.0,20.0,10.0,45.0,126.0,5.0,5.0,0.0,4.0,8.0,0.302496329,0.34829932,0.462555066,0.352231293,258.89,80.51250326,1.0,1,0.810854386,3.1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
382,29,2,79.0,170.0,154.0,26.0,40.0,6.0,1.0,13.0,25.0,2.0,0.0,15.0,45.0,0.0,1.0,0.0,0.0,2.0,0.25974026,0.329411765,0.564935065,0.375882353,63.9,39.96336998,0.322272,1,0.89434683,1.2,0,0,0,1,0,0,0,0,0,0,1,0,0,1
384,36,1,113.0,452.0,419.0,45.0,113.0,24.0,0.0,10.0,57.0,6.0,0.0,23.0,58.0,0.0,5.0,0.0,5.0,14.0,0.269689738,0.311946903,0.398568019,0.311216814,140.67,37.58580481,20.0,1,0.710514922,1.2,0,0,0,0,1,0,0,0,0,0,0,1,0,1
385,24,1,132.0,559.0,511.0,83.0,161.0,34.0,5.0,25.0,79.0,10.0,3.0,40.0,154.0,2.0,4.0,1.0,3.0,1.0,0.315068493,0.367383513,0.547945206,0.389642218,217.81,97.5783718,0.575,0,0.9153287189999999,5.5,1,0,0,1,0,0,0,0,0,1,0,0,0,1
387,27,1,113.0,282.0,247.0,31.0,51.0,14.0,2.0,9.0,28.0,11.0,9.0,25.0,93.0,0.0,9.0,1.0,0.0,6.0,0.206477733,0.302491103,0.388663968,0.305602837,86.18,26.00866387,0.552916,1,0.6911550710000001,0.7,0,0,0,0,0,0,1,0,0,0,0,1,0,1
389,26,1,149.0,503.0,466.0,46.0,129.0,30.0,1.0,13.0,80.0,0.0,1.0,30.0,117.0,4.0,3.0,0.0,4.0,13.0,0.276824034,0.322067594,0.429184549,0.326958251,164.46,48.16607191,0.5795,1,0.7512521430000001,0.3,0,0,0,1,0,0,0,0,0,0,1,0,0,1
390,33,1,91.0,335.0,298.0,48.0,75.0,17.0,1.0,19.0,58.0,1.0,0.0,34.0,74.0,0.0,1.0,0.0,2.0,12.0,0.251677852,0.328358209,0.506711409,0.35558209,119.12,50.40058479,6.5,0,0.835069618,0.8,0,1,0,0,0,0,0,0,0,0,1,0,1,0
392,31,1,29.0,38.0,35.0,5.0,7.0,1.0,0.0,2.0,3.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0,0.2,0.263157895,0.4,0.286842105,10.9,5.72621179,0.252672,0,0.663157895,-0.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
393,30,1,143.0,584.0,523.0,80.0,133.0,30.0,1.0,35.0,87.0,3.0,0.0,53.0,98.0,5.0,6.0,0.0,2.0,12.0,0.254302103,0.328767123,0.51625239,0.359537671,209.97,74.88581943,7.05,1,0.845019513,2.8,0,0,0,1,0,0,0,0,0,0,1,0,0,1
